purchased,gender,education,house_val,age,online,customer_psy,marriage,child,occupation,mortgage,house_owner,region,car_prob,fam_income,name,email
Y,F,Some College,283247,<=25,N,C,,Y,Professional,1Low,Owner,South,3,E,Lillian Granado,Lillian.Granado@mail.com
Y,M,HS,151676,<=45,Y,E,Married,Y,Professional,2Med,Owner,South,2,E,Ronnie Collins,Ronnie.Collins@mail.com
Y,M,Grad,248389,NaN,Y,I,,N,Sales/Service,1Low,Owner,West,4,D,Jerome Cabrera,Jerome.Cabrera@mail.com
N,F,<HS,0,NaN,Y,I,,N,Sales/Service,1Low,Owner,West,2,B,Gail Hall,Gail.Hall@mail.com
N,F,Some College,180547,<=45,Y,C,Married,Y,Blue Collar,1Low,Owner,South,8,G,Linda Lebowitz,Linda.Lebowitz@mail.com
Y,M,Some College,545067,<=55,Y,C,Married,Y,Professional,3High,Owner,South,1,K,Bernard Warren,Bernard.Warren@mail.com
N,M,<HS,0,<=55,Y,F,Married,Y,Blue Collar,1Low,Renter,West,9,E,Jonathan Davis,Jonathan.Davis@mail.com
N,F,HS,0,<=45,N,G,,Y,Sales/Service,1Low,Renter,Northeast,1,F,Louise Eichelberger,Louise.Eichelberger@mail.com
N,F,Some College,0,<=25,N,U,,0,Blue Collar,1Low,,Midwest,0,U,Martha Hedges,Martha.Hedges@mail.com
N,M,Bach,510185,<=35,Y,E,Married,U,Others,1Low,Owner,South,2,C,John Flint,John.Flint@mail.com
N,F,<HS,271410,NaN,Y,I,,Y,Sales/Service,1Low,Owner,South,1,D,Brunilda Godfrey,Brunilda.Godfrey@mail.com
N,F,HS,132892,<=55,Y,F,,Y,Professional,1Low,Owner,South,3,A,Soo Regalado,Soo.Regalado@mail.com
Y,M,<HS,685473,>65,N,E,,Y,Retired,3High,Owner,West,5,H,Jonathan Snyder,Jonathan.Snyder@mail.com
Y,M,Bach,325152,<=55,Y,C,Married,U,Professional,3High,Owner,Midwest,1,J,Brian Valenzuela,Brian.Valenzuela@mail.com
N,F,Some College,0,<=65,Y,I,Married,N,Retired,1Low,,Midwest,4,D,Mary Walker,Mary.Walker@mail.com
Y,M,Some College,324122,<=35,Y,C,Married,Y,Sales/Service,2Med,Owner,South,2,F,Vincent Hawley,Vincent.Hawley@mail.com
N,F,Some College,187229,<=25,N,F,,Y,Blue Collar,1Low,Owner,South,2,E,Dorothy Davis,Dorothy.Davis@mail.com
Y,M,Grad,961750,<=65,Y,B,Married,N,Professional,1Low,Owner,Northeast,1,K,James Faith,James.Faith@mail.com
Y,F,Some College,827724,<=55,Y,C,Married,Y,Professional,3High,Owner,South,1,J,Karen Babbitt,Karen.Babbitt@mail.com
Y,M,Bach,62160,>65,Y,D,Married,N,Sales/Service,1Low,Owner,Midwest,1,G,Charles Wrigley,Charles.Wrigley@mail.com
N,M,HS,431738,<=65,Y,B,Married,N,Blue Collar,1Low,Owner,South,1,L,John Reed,John.Reed@mail.com
Y,F,HS,136729,<=25,Y,E,,N,Professional,1Low,Owner,South,1,E,Patricia Schmidt,Patricia.Schmidt@mail.com
Y,M,Some College,256368,<=25,Y,F,,N,Professional,2Med,Owner,West,3,F,Peter Garry,Peter.Garry@mail.com
Y,M,,298224,NaN,Y,C,,Y,Others,3High,Owner,Northeast,6,F,Joey Johnson,Joey.Johnson@mail.com
N,F,Some College,141754,<=55,Y,J,Single,N,Sales/Service,1Low,Owner,West,3,F,Molly Murphy,Molly.Murphy@mail.com
Y,M,Some College,138124,<=35,N,G,Single,Y,Sales/Service,1Low,Renter,South,4,D,Nigel Anderson,Nigel.Anderson@mail.com
N,M,<HS,0,NaN,N,F,,Y,Blue Collar,1Low,Renter,Midwest,7,C,James Thom,James.Thom@mail.com
N,M,Bach,164917,<=35,Y,F,,Y,Professional,3High,Owner,West,1,F,Wayne Riley,Wayne.Riley@mail.com
Y,F,Some College,233151,<=45,Y,C,Married,Y,Sales/Service,1Low,Owner,Midwest,2,G,Shanda Kennerson,Shanda.Kennerson@mail.com
N,U,HS,67689,NaN,N,F,,Y,Sales/Service,1Low,Owner,Northeast,2,E,Barbara Lapoint,Barbara.Lapoint@mail.com
Y,M,HS,0,<=35,N,G,Single,N,Sales/Service,1Low,,South,9,A,Raymond Freeman,Raymond.Freeman@mail.com
N,M,HS,353944,<=45,Y,E,Married,Y,Sales/Service,3High,Owner,Northeast,3,I,Antonio Appleby,Antonio.Appleby@mail.com
N,F,Bach,279040,<=55,Y,C,Married,Y,Professional,2Med,Owner,West,1,D,Carolyn Schrader,Carolyn.Schrader@mail.com
Y,F,HS,241914,<=25,Y,C,,Y,Professional,1Low,Owner,Midwest,3,G,Lynn Robbins,Lynn.Robbins@mail.com
N,F,HS,307303,<=65,Y,C,Married,N,Professional,1Low,Owner,Midwest,1,F,Lucilla Ruggles,Lucilla.Ruggles@mail.com
Y,F,Some College,188700,<=65,Y,E,,U,Sales/Service,1Low,Owner,Midwest,3,E,Barbara Kuehne,Barbara.Kuehne@mail.com
Y,F,HS,311304,<=55,Y,E,Married,Y,Sales/Service,3High,Owner,Northeast,2,F,Marjorie Mueller,Marjorie.Mueller@mail.com
N,F,Some College,0,>65,Y,E,Married,Y,Sales/Service,1Low,Owner,Midwest,1,E,Anita Ford,Anita.Ford@mail.com
Y,M,<HS,197484,NaN,Y,C,Single,Y,Sales/Service,1Low,Owner,South,1,I,Elliott Ohara,Elliott.Ohara@mail.com
N,F,HS,0,<=45,Y,I,Married,U,Blue Collar,1Low,Owner,South,8,D,Marjorie Cole,Marjorie.Cole@mail.com
Y,M,Some College,272160,<=35,Y,E,,U,Professional,1Low,Owner,Northeast,1,E,Jamie Robertson,Jamie.Robertson@mail.com
N,F,HS,129056,<=55,N,D,Married,U,Professional,1Low,Owner,Midwest,8,F,Charlene Hecker,Charlene.Hecker@mail.com
Y,F,HS,0,<=45,Y,I,,U,Blue Collar,1Low,Renter,South,6,B,Shauna Palmer,Shauna.Palmer@mail.com
N,F,Bach,156077,>65,Y,E,Married,N,Retired,1Low,Owner,South,2,C,Dorothy Summers,Dorothy.Summers@mail.com
Y,M,HS,234589,<=65,Y,E,Married,Y,Sales/Service,1Low,Owner,West,6,B,Dino Smith,Dino.Smith@mail.com
N,M,Some College,82404,<=55,Y,G,,N,Blue Collar,1Low,,South,4,D,Paul Bisom,Paul.Bisom@mail.com
N,M,Some College,713252,<=25,Y,B,,Y,Sales/Service,3High,Owner,West,3,E,Robert Farley,Robert.Farley@mail.com
Y,F,Some College,470160,<=35,Y,B,,N,Professional,1Low,Owner,South,3,F,Marion Burton,Marion.Burton@mail.com
Y,M,Some College,683920,<=45,Y,C,Married,Y,Professional,1Low,Owner,West,1,E,Joseph Jones,Joseph.Jones@mail.com
Y,M,Some College,607958,<=35,Y,B,,N,Professional,1Low,Owner,West,1,G,Michael Harris,Michael.Harris@mail.com
N,M,Some College,244269,<=25,Y,E,,N,Professional,1Low,Owner,South,4,F,Mark Alexander,Mark.Alexander@mail.com
N,F,Bach,271950,<=35,Y,B,,Y,Sales/Service,1Low,Owner,Northeast,6,G,Robin Tomkins,Robin.Tomkins@mail.com
N,M,<HS,0,>65,N,H,,N,Retired,1Low,Renter,Northeast,5,A,Stephen Pignataro,Stephen.Pignataro@mail.com
N,F,Grad,324384,<=45,Y,E,Married,Y,Professional,1Low,Owner,Northeast,4,H,Wendy Sands,Wendy.Sands@mail.com
Y,M,HS,203721,<=65,Y,E,Married,N,Sales/Service,1Low,Owner,West,5,H,Manuel Wilhite,Manuel.Wilhite@mail.com
N,F,Some College,234655,<=65,Y,B,Married,Y,Sales/Service,1Low,Owner,South,4,G,Lilia Ruivo,Lilia.Ruivo@mail.com
Y,F,Bach,616885,<=65,Y,B,Married,N,Professional,1Low,Owner,South,2,H,Viola Allison,Viola.Allison@mail.com
N,M,Some College,263235,>65,Y,E,,U,Sales/Service,1Low,Owner,Midwest,5,G,Robert Portillo,Robert.Portillo@mail.com
Y,F,Some College,168176,<=35,Y,C,Married,Y,Sales/Service,1Low,Owner,Midwest,2,B,Portia Oshiro,Portia.Oshiro@mail.com
Y,M,HS,251266,<=45,Y,A,Married,Y,Blue Collar,1Low,Renter,Northeast,1,E,Scott Anderson,Scott.Anderson@mail.com
Y,M,Bach,256477,<=65,Y,C,Married,Y,Professional,1Low,Owner,South,3,F,Alfredo Tate,Alfredo.Tate@mail.com
N,F,Some College,366240,<=45,N,B,Married,U,Sales/Service,1Low,,South,2,K,Barbara Hinkle,Barbara.Hinkle@mail.com
Y,M,Some College,0,<=45,N,A,Single,Y,Professional,1Low,Renter,Midwest,2,D,Charles Bonnell,Charles.Bonnell@mail.com
Y,M,Bach,1005808,<=55,N,C,Married,U,Professional,1Low,Owner,Northeast,1,L,William Gantt,William.Gantt@mail.com
Y,M,HS,485377,NaN,N,C,,Y,Others,3High,Owner,Northeast,1,E,Francis Tarrant,Francis.Tarrant@mail.com
N,F,HS,283094,NaN,Y,J,,Y,Sales/Service,3High,Owner,Northeast,3,F,Anna Curry,Anna.Curry@mail.com
Y,M,Some College,345530,<=55,Y,C,Married,U,Professional,3High,Owner,Midwest,1,H,Mitchell Guerra,Mitchell.Guerra@mail.com
N,F,Some College,193638,NaN,N,C,,U,Blue Collar,2Med,Owner,South,5,F,Ruth Brown,Ruth.Brown@mail.com
N,F,Some College,558862,<=55,Y,C,,U,Professional,3High,Owner,South,1,G,Paula Bryant,Paula.Bryant@mail.com
Y,M,Bach,0,<=35,Y,G,,U,Sales/Service,1Low,Renter,South,9,C,Zachary Allred,Zachary.Allred@mail.com
N,F,<HS,97061,NaN,N,E,Married,Y,Sales/Service,1Low,Renter,South,9,A,Isabel Bull,Isabel.Bull@mail.com
Y,M,Grad,335763,NaN,Y,C,Married,U,Others,3High,Owner,Northeast,6,G,Jim Xiong,Jim.Xiong@mail.com
Y,M,HS,127039,<=45,Y,F,Single,Y,Sales/Service,1Low,Owner,Midwest,3,E,Alvin Bova,Alvin.Bova@mail.com
Y,F,HS,308164,<=55,Y,C,Married,N,Professional,2Med,Owner,South,2,G,Tammy Joe,Tammy.Joe@mail.com
N,F,Grad,329092,<=45,N,G,Married,Y,Farm,1Low,Renter,West,3,E,Pearl Lake,Pearl.Lake@mail.com
N,F,<HS,137340,<=35,Y,I,Married,Y,Blue Collar,1Low,Owner,South,6,E,Shelia Stickney,Shelia.Stickney@mail.com
N,F,HS,284293,>65,Y,D,,N,Retired,1Low,Owner,South,1,D,Tamara Pyon,Tamara.Pyon@mail.com
N,F,Grad,322912,<=35,Y,A,Single,U,Professional,1Low,Renter,West,1,L,Janet Beard,Janet.Beard@mail.com
Y,F,Bach,371452,<=45,Y,C,Married,Y,Sales/Service,3High,Owner,South,2,F,Wendy Edwards,Wendy.Edwards@mail.com
N,M,HS,65225,<=45,Y,I,Married,U,Blue Collar,1Low,Owner,South,4,E,Derrick Gerow,Derrick.Gerow@mail.com
N,M,<HS,0,<=45,N,D,,N,Blue Collar,1Low,Renter,South,5,D,Joseph Rankin,Joseph.Rankin@mail.com
N,F,Grad,420304,<=65,Y,E,Married,N,Professional,2Med,Owner,West,1,G,Kristin Vogler,Kristin.Vogler@mail.com
N,F,Some College,0,<=35,N,G,Single,N,Sales/Service,1Low,Renter,South,8,A,Mary Rega,Mary.Rega@mail.com
N,F,Some College,168950,<=65,N,C,,U,Sales/Service,1Low,Owner,Midwest,1,F,Jamie Rodriguez,Jamie.Rodriguez@mail.com
N,M,HS,170912,>65,Y,D,Married,N,Retired,1Low,Owner,West,6,E,Kenneth Trevino,Kenneth.Trevino@mail.com
Y,M,Grad,229881,<=45,N,C,Married,Y,Professional,1Low,Owner,South,3,E,James Landaker,James.Landaker@mail.com
Y,F,Some College,519003,<=55,Y,C,Married,Y,Sales/Service,3High,Owner,South,1,K,Desiree Anderson,Desiree.Anderson@mail.com
Y,M,HS,225749,>65,Y,J,Married,N,Retired,1Low,Owner,Northeast,2,A,Floyd Patel,Floyd.Patel@mail.com
N,M,HS,96138,<=55,N,J,Married,Y,Blue Collar,1Low,Owner,Northeast,4,H,Joseph Wilson,Joseph.Wilson@mail.com
Y,F,Some College,266019,<=45,Y,C,Married,Y,Sales/Service,2Med,Owner,West,4,F,Susan Warman,Susan.Warman@mail.com
N,F,Bach,1027870,NaN,Y,E,Married,U,Professional,1Low,Owner,West,7,I,Karyn Davis,Karyn.Davis@mail.com
N,M,Bach,0,>65,N,G,,N,Retired,1Low,Renter,South,5,D,Samuel Reed,Samuel.Reed@mail.com
N,F,Some College,790686,<=25,Y,E,,Y,Professional,1Low,Owner,Rest,2,G,Lynette Cooper,Lynette.Cooper@mail.com
N,F,Bach,0,<=55,Y,F,Married,Y,Professional,1Low,Owner,South,6,F,Mary Wetzel,Mary.Wetzel@mail.com
Y,M,Grad,466051,<=55,Y,B,Married,U,Professional,1Low,,West,1,G,Bert Chambers,Bert.Chambers@mail.com
Y,M,HS,123279,<=65,Y,E,,N,Blue Collar,1Low,Owner,South,3,D,Grant Vasquez,Grant.Vasquez@mail.com
Y,F,<HS,370818,<=65,Y,E,Married,N,Sales/Service,1Low,Owner,South,2,G,Charolette Reich,Charolette.Reich@mail.com
N,F,<HS,87407,NaN,N,F,,Y,Sales/Service,1Low,Owner,South,4,G,Tammy Norris,Tammy.Norris@mail.com
N,F,Some College,0,<=65,Y,J,,N,Professional,1Low,Owner,Midwest,4,D,Jennifer Smith,Jennifer.Smith@mail.com
N,M,HS,0,<=55,N,F,Married,Y,Blue Collar,1Low,Owner,South,9,B,Barry Fields,Barry.Fields@mail.com
N,M,<HS,156954,NaN,Y,F,,Y,Blue Collar,1Low,Renter,South,6,C,Stephen Senethavilouk,Stephen.Senethavilouk@mail.com
N,F,HS,0,NaN,N,J,,N,Sales/Service,1Low,Owner,Midwest,3,D,Alberta Nelson,Alberta.Nelson@mail.com
N,M,HS,0,NaN,Y,B,Married,N,Blue Collar,1Low,Owner,Northeast,2,H,Clifford Gustafson,Clifford.Gustafson@mail.com
N,F,Some College,0,<=35,N,E,Single,U,Blue Collar,1Low,Renter,South,7,D,Skye Bower,Skye.Bower@mail.com
N,F,HS,0,NaN,N,H,,U,Sales/Service,1Low,Owner,West,3,A,Mei Calvin,Mei.Calvin@mail.com
Y,F,Some College,159085,<=55,Y,D,Married,U,Professional,1Low,Owner,Northeast,3,E,Mary Johnson,Mary.Johnson@mail.com
N,F,Some College,242764,<=25,N,F,,Y,Sales/Service,2Med,Owner,South,3,F,Nichole Anderson,Nichole.Anderson@mail.com
Y,F,HS,0,<=55,Y,I,Married,N,Professional,1Low,Owner,South,8,E,Elsie Cook,Elsie.Cook@mail.com
Y,M,HS,808507,NaN,N,C,Married,U,Sales/Service,1Low,,West,7,G,Stephen Bucher,Stephen.Bucher@mail.com
Y,F,Grad,0,NaN,Y,G,Married,N,Sales/Service,1Low,Renter,West,8,A,Bernice Gadsden,Bernice.Gadsden@mail.com
Y,M,Some College,0,<=35,Y,F,Married,Y,Blue Collar,1Low,,South,6,C,Robert Hansen,Robert.Hansen@mail.com
Y,M,Bach,381500,<=55,Y,E,Married,N,Others,2Med,Owner,Northeast,2,G,Danny Green,Danny.Green@mail.com
N,F,Some College,221028,<=25,Y,C,Married,U,Sales/Service,2Med,Owner,South,2,E,Gladys Childress,Gladys.Childress@mail.com
N,F,<HS,154453,<=35,Y,C,Married,Y,Sales/Service,2Med,Owner,South,1,E,Sandra Lampe,Sandra.Lampe@mail.com
Y,M,<HS,189771,<=35,N,E,Married,Y,Blue Collar,2Med,Owner,South,1,F,David Ray,David.Ray@mail.com
Y,F,Some College,169760,<=55,N,E,,Y,Professional,1Low,Owner,South,2,A,Diane Ortega,Diane.Ortega@mail.com
N,M,<HS,0,<=45,N,G,Single,U,Blue Collar,1Low,Renter,South,8,B,Gene Anderson,Gene.Anderson@mail.com
N,M,HS,124260,<=65,Y,J,Married,N,Sales/Service,1Low,Owner,South,3,F,Lynn Brigham,Lynn.Brigham@mail.com
Y,M,Some College,587510,<=45,Y,C,Married,U,Professional,1Low,Owner,South,1,G,Charles Gatewood,Charles.Gatewood@mail.com
N,M,Some College,251739,<=55,N,E,Married,Y,Sales/Service,1Low,Owner,South,3,I,Robert Takahashi,Robert.Takahashi@mail.com
N,M,Some College,126815,<=45,Y,E,Married,Y,Sales/Service,1Low,Renter,South,3,D,Drew Kelley,Drew.Kelley@mail.com
N,F,Some College,0,<=25,Y,H,,N,Sales/Service,1Low,Renter,Northeast,8,H,Ashley Latouf,Ashley.Latouf@mail.com
N,U,<HS,0,<=35,N,G,Single,U,Sales/Service,1Low,Renter,South,6,B,Rosemary Walling,Rosemary.Walling@mail.com
N,F,Bach,1000000,<=55,Y,B,Married,N,Sales/Service,1Low,Owner,South,1,C,Krystal Russell,Krystal.Russell@mail.com
N,F,<HS,248029,<=45,Y,I,,N,Sales/Service,1Low,Owner,South,4,B,Valerie Small,Valerie.Small@mail.com
Y,F,Bach,376213,<=55,Y,B,,N,Sales/Service,1Low,Owner,Northeast,1,L,Julie Miller,Julie.Miller@mail.com
N,F,Some College,124129,>65,N,I,,N,Retired,1Low,Owner,South,1,G,Darla Murphy,Darla.Murphy@mail.com
N,F,Bach,155390,<=35,N,F,Married,Y,Blue Collar,1Low,Renter,Northeast,6,F,Sarah Moore,Sarah.Moore@mail.com
N,F,HS,194390,<=45,N,A,Married,N,Professional,1Low,Renter,Midwest,1,F,Sanjuanita Antczak,Sanjuanita.Antczak@mail.com
Y,F,HS,87636,<=45,Y,C,Married,Y,Professional,1Low,Owner,Midwest,4,E,Meghann Morales,Meghann.Morales@mail.com
Y,F,Bach,207230,<=35,Y,B,,N,Sales/Service,1Low,Owner,Northeast,4,E,Dian Sadler,Dian.Sadler@mail.com
N,M,Bach,231952,NaN,Y,D,Married,U,Sales/Service,2Med,Owner,Midwest,1,E,John Moore,John.Moore@mail.com
Y,M,Bach,299369,<=25,Y,C,,Y,Professional,3High,Owner,South,2,K,Kevin Sorrell,Kevin.Sorrell@mail.com
Y,F,HS,82491,<=65,Y,I,,N,Sales/Service,1Low,Owner,South,4,H,Jean Shirley,Jean.Shirley@mail.com
Y,M,Some College,349802,<=45,Y,C,Married,Y,Blue Collar,1Low,Owner,Midwest,2,G,Dominic Hoover,Dominic.Hoover@mail.com
N,F,HS,41420,NaN,N,J,Married,U,Blue Collar,1Low,Owner,Midwest,1,D,Stacy Holmes,Stacy.Holmes@mail.com
Y,M,Some College,207252,<=55,N,G,Single,U,Sales/Service,1Low,Renter,Northeast,3,C,James Walthall,James.Walthall@mail.com
N,F,HS,108782,<=55,Y,J,Married,N,Sales/Service,1Low,Owner,Northeast,5,F,Wendy Williams,Wendy.Williams@mail.com
Y,M,Some College,316416,<=65,Y,B,Married,N,Blue Collar,1Low,,West,4,E,Rodney Young,Rodney.Young@mail.com
N,U,Grad,0,NaN,N,E,Married,U,Sales/Service,1Low,Renter,Northeast,8,H,Stephanie Rowe,Stephanie.Rowe@mail.com
Y,F,HS,256150,>65,Y,D,,N,Retired,1Low,Owner,Midwest,1,F,Sharon Araujo,Sharon.Araujo@mail.com
N,M,Grad,163336,>65,Y,F,,N,Retired,1Low,Owner,South,4,E,John Johns,John.Johns@mail.com
N,F,<HS,198162,>65,Y,E,Married,N,Retired,1Low,Owner,South,6,K,Wilma Garcia,Wilma.Garcia@mail.com
Y,M,Some College,142720,<=45,Y,F,Married,Y,Professional,1Low,Owner,Midwest,3,E,Milan Smith,Milan.Smith@mail.com
Y,M,Some College,228594,<=65,Y,E,Married,N,Professional,1Low,Owner,West,2,E,Don Agnew,Don.Agnew@mail.com
Y,F,Some College,1496711,<=65,Y,B,Married,U,Professional,1Low,Owner,West,1,L,Sharon Wilson,Sharon.Wilson@mail.com
N,M,Grad,256090,<=65,N,E,,N,Sales/Service,2Med,Owner,West,2,E,Steven Fritz,Steven.Fritz@mail.com
Y,M,Bach,555900,<=45,Y,E,Married,Y,Sales/Service,1Low,Owner,Northeast,1,K,Ronald Wiggen,Ronald.Wiggen@mail.com
N,M,Some College,0,<=25,N,A,,Y,Blue Collar,1Low,,Midwest,8,D,Ronald Pinchback,Ronald.Pinchback@mail.com
N,F,HS,450170,<=55,N,C,Married,Y,Sales/Service,1Low,,Northeast,3,L,Jenniffer Maner,Jenniffer.Maner@mail.com
Y,M,Bach,730191,<=55,Y,B,Married,Y,Professional,2Med,Owner,South,1,J,George Jones,George.Jones@mail.com
N,M,Grad,252683,>65,Y,D,Married,N,Retired,1Low,Owner,West,6,D,Jacob Buchauer,Jacob.Buchauer@mail.com
Y,M,Grad,582724,<=45,N,C,Married,Y,Professional,1Low,Owner,South,1,L,Douglas Mendibles,Douglas.Mendibles@mail.com
N,M,<HS,0,<=25,Y,H,Single,Y,Blue Collar,1Low,Renter,West,9,D,Luis Thompson,Luis.Thompson@mail.com
Y,M,Bach,314394,<=55,Y,E,,Y,Professional,2Med,Owner,South,1,E,Leroy Brittain,Leroy.Brittain@mail.com
Y,M,Bach,430877,<=45,Y,C,Married,Y,Professional,3High,Owner,South,1,G,Jonathan Gary,Jonathan.Gary@mail.com
Y,M,Grad,692782,<=55,Y,B,Married,U,Others,1Low,Owner,South,3,L,Stephen Cross,Stephen.Cross@mail.com
N,M,Some College,507994,<=25,Y,B,,N,Professional,1Low,Owner,Northeast,2,K,Paul Walton,Paul.Walton@mail.com
Y,M,Some College,255147,<=55,Y,C,Married,Y,Professional,1Low,Owner,South,1,H,Earl Thompson,Earl.Thompson@mail.com
Y,M,Bach,253392,>65,Y,D,Married,N,Professional,1Low,Owner,South,2,E,William Phares,William.Phares@mail.com
Y,M,Bach,158935,<=35,N,B,Married,N,Blue Collar,1Low,Owner,South,1,G,Gerard Munden,Gerard.Munden@mail.com
N,F,HS,0,<=35,Y,J,,N,Sales/Service,1Low,Owner,South,1,D,Diane Petty,Diane.Petty@mail.com
Y,M,Some College,144152,<=55,Y,B,Married,N,Retired,1Low,Owner,West,3,H,James Shaffer,James.Shaffer@mail.com
N,M,<HS,0,<=45,Y,E,,Y,Blue Collar,1Low,Renter,West,9,B,Robert Lynaugh,Robert.Lynaugh@mail.com
N,U,Grad,0,<=45,N,I,,U,Sales/Service,1Low,Owner,Midwest,6,D,Marie Carter,Marie.Carter@mail.com
N,F,Some College,0,<=55,Y,H,Married,N,Blue Collar,1Low,,West,7,D,Christina Okelly,Christina.Okelly@mail.com
Y,M,Grad,449254,>65,Y,C,,Y,Blue Collar,3High,Owner,South,1,K,John Peng,John.Peng@mail.com
N,F,<HS,317408,>65,N,D,,N,Retired,1Low,Owner,West,8,C,Caroline Franklin,Caroline.Franklin@mail.com
N,F,Grad,461004,NaN,Y,B,,N,Professional,2Med,Owner,Northeast,1,E,Lillian Nava,Lillian.Nava@mail.com
Y,M,Bach,2298810,<=65,Y,B,Married,N,Professional,3High,Owner,West,1,L,Ron Crocker,Ron.Crocker@mail.com
Y,M,Bach,338859,<=55,Y,C,Married,U,Professional,2Med,Owner,South,4,F,Norman Dawson,Norman.Dawson@mail.com
N,F,Some College,0,<=55,Y,A,Married,N,Sales/Service,1Low,Owner,West,4,E,Pearl Jones,Pearl.Jones@mail.com
N,F,Some College,253861,<=65,Y,B,Married,N,Sales/Service,1Low,Owner,Midwest,2,E,Francine Elliot,Francine.Elliot@mail.com
Y,F,HS,472787,<=45,Y,E,Married,U,Blue Collar,1Low,Owner,South,1,A,Lisa Castellanos,Lisa.Castellanos@mail.com
N,M,HS,222185,<=45,Y,C,,U,Blue Collar,1Low,Owner,Northeast,7,E,Christopher Mitchell,Christopher.Mitchell@mail.com
N,F,Some College,336483,<=25,Y,I,,N,Others,1Low,Owner,Midwest,2,F,Chanell Greer,Chanell.Greer@mail.com
N,F,Grad,218159,<=45,Y,E,,Y,Professional,1Low,Owner,Midwest,1,E,Patricia Devine,Patricia.Devine@mail.com
N,M,Bach,104858,<=45,Y,F,Married,Y,Blue Collar,1Low,Renter,South,7,E,Rogelio Collison,Rogelio.Collison@mail.com
Y,F,Bach,0,<=55,N,F,Married,U,Professional,1Low,Owner,West,6,E,Michelle Gonzalez,Michelle.Gonzalez@mail.com
Y,M,HS,198870,<=55,N,C,Married,Y,Sales/Service,1Low,Owner,West,1,E,Willie Dollyhigh,Willie.Dollyhigh@mail.com
Y,M,Some College,50259,NaN,Y,C,Married,Y,Sales/Service,2Med,Owner,Midwest,3,E,James Stewart,James.Stewart@mail.com
N,F,Some College,0,<=25,N,F,Married,U,Professional,1Low,,Midwest,5,D,Chantel Mayfield,Chantel.Mayfield@mail.com
N,F,HS,0,<=45,N,F,,U,Blue Collar,1Low,Owner,South,5,A,Marion Allen,Marion.Allen@mail.com
N,F,Grad,0,<=35,N,E,Married,U,Sales/Service,1Low,,South,3,E,Andrea Cruz,Andrea.Cruz@mail.com
N,F,Some College,511210,<=55,Y,E,Married,U,Professional,1Low,Owner,South,5,I,Donna Glidden,Donna.Glidden@mail.com
N,F,Grad,300534,<=65,Y,I,Married,N,Professional,1Low,Owner,South,6,F,Kathleen Cole,Kathleen.Cole@mail.com
N,M,HS,179200,<=65,Y,D,,N,Sales/Service,1Low,Owner,Northeast,2,B,Cesar Napier,Cesar.Napier@mail.com
Y,U,Grad,0,NaN,N,E,,U,Professional,1Low,Renter,South,8,B,Jacqueline Masten,Jacqueline.Masten@mail.com
Y,M,Some College,139389,<=65,Y,I,Married,N,Professional,2Med,Owner,West,4,D,Anthony Machesky,Anthony.Machesky@mail.com
N,F,Bach,310650,<=45,Y,C,,N,Sales/Service,1Low,Owner,West,1,J,Dixie Wyss,Dixie.Wyss@mail.com
Y,F,Bach,692095,<=45,Y,C,,Y,Professional,3High,Owner,West,2,H,Linda Mitchell,Linda.Mitchell@mail.com
Y,F,HS,184800,<=55,Y,E,Married,U,Professional,1Low,Owner,Northeast,2,G,Blanche Tang,Blanche.Tang@mail.com
Y,M,Bach,283073,<=55,Y,E,Married,N,Professional,2Med,Owner,Northeast,2,E,Mark Cassidy,Mark.Cassidy@mail.com
Y,M,<HS,94230,NaN,N,G,,Y,Sales/Service,1Low,Renter,Northeast,6,D,William Johnson,William.Johnson@mail.com
N,F,Bach,87091,<=45,Y,F,Married,Y,Professional,1Low,Owner,Midwest,7,F,Lisa Speer,Lisa.Speer@mail.com
Y,M,Some College,217128,<=55,Y,F,Married,Y,Sales/Service,3High,Owner,South,3,E,Duane Reynolds,Duane.Reynolds@mail.com
N,F,HS,218784,<=55,N,F,Married,Y,Professional,2Med,Owner,South,3,F,Melissa Banks,Melissa.Banks@mail.com
N,M,Some College,167403,<=65,N,D,Married,N,Sales/Service,1Low,Owner,South,2,D,Robert Johnson,Robert.Johnson@mail.com
N,F,Bach,0,<=65,Y,H,,N,Sales/Service,1Low,Renter,West,8,A,Michelle Locke,Michelle.Locke@mail.com
Y,M,Bach,160230,<=35,N,C,Married,Y,Blue Collar,2Med,Owner,Midwest,3,I,Andrew Carroll,Andrew.Carroll@mail.com
N,F,<HS,55960,>65,N,D,Married,N,Retired,1Low,Owner,South,3,B,Taryn Eason,Taryn.Eason@mail.com
Y,M,Bach,278157,<=65,Y,B,Married,N,Professional,1Low,Owner,South,1,H,Heath Clark,Heath.Clark@mail.com
N,M,Some College,542035,NaN,Y,E,,U,Others,1Low,Owner,South,2,K,James Thurlow,James.Thurlow@mail.com
Y,M,Some College,0,<=25,N,G,Single,N,Sales/Service,1Low,Renter,South,9,A,Carlos Day,Carlos.Day@mail.com
Y,M,Bach,702134,<=55,Y,C,Married,Y,Professional,1Low,Owner,South,1,H,Jared Newsome,Jared.Newsome@mail.com
N,M,Some College,0,<=45,N,E,Married,Y,Blue Collar,1Low,Owner,West,3,G,Jerry Gonzales,Jerry.Gonzales@mail.com
